stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
368_01,,西高校前,,40.826296,140.682115,368_01,,0,,
368_02,,西高校前,,40.826205,140.682948,368_02,,0,,
369_01,,西部市民センター前,,40.82716,140.677861,369_01,,0,,
369_02,,西部市民センター前,,40.827677,140.675908,369_02,,0,,
370_01,,新城駅前,,40.827513,140.672687,370_01,,0,,
370_02,,新城駅前,,40.82773,140.672655,370_02,,0,,
371_01,,天狗立,,40.826595,140.668591,371_01,,0,,
371_02,,天狗立,,40.826892,140.669419,371_02,,0,,
372_01,,平岡大橋,,40.823579,140.661262,372_01,,0,,
372_02,,平岡大橋,,40.823613,140.661108,372_02,,0,,
373_01,,西部営業所,,40.822458,140.661671,373_01,,0,,
373_02,,西部営業所,,40.822389,140.661856,373_02,,0,,
374_01,,白旗野,,40.820624,140.653947,374_01,,0,,
374_02,,白旗野,,40.820838,140.654159,374_02,,0,,
375_01,,戸門見通,,40.817081,140.648288,375_01,,0,,
375_02,,戸門見通,,40.81722,140.648325,375_02,,0,,
390_01,,自衛隊宿舎入口,,40.814552,140.712668,390_01,,0,,
390_02,,自衛隊宿舎入口,,40.813752,140.713245,390_02,,0,,
413_01,,駅西口通り,,40.828778,140.728351,413_01,,0,,
413_02,,駅西口通り,,40.829227,140.728571,413_02,,0,,
414_01,,森林博物館前,,40.83015,140.727444,414_01,,0,,
414_02,,森林博物館前,,40.831051,140.725864,414_02,,0,,
415_01,,沖館仲通り,,40.832986,140.723333,415_01,,0,,
415_02,,沖館仲通り,,40.834158,140.723799571429,415_02,,0,,
416_01,,沖館消防分署前,,40.835763,140.723278,416_01,,0,,
416_02,,沖館消防分署前,,40.836091,140.722953,416_02,,0,,
417_01,,沖館,,40.837446,140.720761,417_01,,0,,
417_02,,沖館,,40.837332,140.721196,417_02,,0,,
418_01,,森林管理局宿舎前,,40.838887,140.718594,418_01,,0,,
418_02,,森林管理局宿舎前,,40.839461,140.718039,418_02,,0,,
419_01,,新田,,40.840551,140.716352,419_01,,0,,
419_02,,新田,,40.840941,140.715974,419_02,,0,,
420_01,,木材港前,,40.84438,140.70907,420_01,,0,,
420_02,,木材港前,,40.844528,140.709091,420_02,,0,,
421_01,,油川新井田,,40.846312,140.705722,421_01,,0,,
421_02,,油川新井田,,40.846529,140.705572,421_02,,0,,
422_01,,油川下町,,40.849235,140.701737,422_01,,0,,
422_02,,油川下町,,40.849148,140.701986,422_02,,0,,
423_01,,油川浪返,,40.850829,140.699986,423_01,,0,,
423_02,,油川浪返,,40.850813,140.700112,423_02,,0,,
424_01,,浄満寺前,,40.852501,140.698063,424_01,,0,,
424_02,,浄満寺前,,40.852306,140.698428,424_02,,0,,
425_01,,油川仲町,,40.854578,140.695813,425_01,,0,,
425_02,,油川仲町,,40.854083,140.696446,425_02,,0,,
428_01,,厚生病院前,,40.834719,140.679188,428_01,,0,,
428_02,,厚生病院前,,40.835673,140.677571,428_02,,0,,
430_01,,油川中学校通り,,40.856248,140.694054,430_01,,0,,
430_02,,油川中学校通り,,40.856291,140.693909,430_02,,0,,
431_01,,油川中学校前,,40.854237,140.689967,431_01,,0,,
431_02,,油川中学校前,,40.854441,140.690199,431_02,,0,,
432_01,,北高校前,,40.85289,140.686189,432_01,,0,,
432_02,,北高校前,,40.852994,140.685985,432_02,,0,,
433_01,,油川市民センター前,,40.851878,140.683094,433_01,,0,,
433_02,,油川市民センター前,,40.85194,140.683219,433_02,,0,,
434_01,,新生町,,40.856869,140.685451,434_01,,0,,
434_02,,新生町,,40.856695,140.685352,434_02,,0,,
435_01,,野木和団地,,40.858112,140.683423,435_01,,0,,
435_02,,野木和団地,,40.858104,140.683702,435_02,,0,,
436_01,,十三森,,40.857507,140.693353,436_01,,0,,
436_02,,十三森,,40.856635,140.694152,436_02,,0,,
437_01,,油川駅通り,,40.858414,140.69239,437_01,,0,,
437_02,,油川駅通り,,40.858451,140.692468,437_02,,0,,
438_01,,西田沢,,40.861712,140.689985,438_01,,0,,
438_02,,西田沢,,40.861767,140.690046,438_02,,0,,
439_01,,西田沢浜田,,40.864291,140.687921,439_01,,0,,
439_02,,西田沢浜田,,40.864283,140.688036,439_02,,0,,
440_01,,夏井田,,40.87125,140.683412,440_01,,0,,
440_02,,夏井田,,40.87089,140.683764,440_02,,0,,
865_01,,旧西田沢小学校前,,40.873382,140.681713,865_01,,0,,
865_02,,旧西田沢小学校前,,40.873355,140.681871,865_02,,0,,
442_01,,飛鳥,,40.878656,140.679642,442_01,,0,,
442_02,,飛鳥,,40.878674,140.679733,442_02,,0,,
443_01,,瀬戸子,,40.883078,140.67774,443_01,,0,,
443_02,,瀬戸子,,40.883043,140.67785,443_02,,0,,
444_01,,奥内支所前,,40.88706,140.676132,444_01,,0,,
444_02,,奥内支所前,,40.887055,140.67628,444_02,,0,,
445_01,,奥内宮田,,40.888796,140.675287,445_01,,0,,
445_02,,奥内宮田,,40.88877,140.675399,445_02,,0,,
446_01,,奥内局前,,40.891822,140.674565,446_01,,0,,
446_02,,奥内局前,,40.891969,140.674514,446_02,,0,,
447_01,,前田,,40.895992,140.673873,447_01,,0,,
447_02,,前田,,40.896013,140.673975,447_02,,0,,
448_01,,前田湯の沢,,40.898649,140.673924,448_01,,0,,
448_02,,前田湯の沢,,40.898659,140.674016,448_02,,0,,
866_01,,北小学校前,,40.901076,140.673598,866_01,,0,,
866_02,,北小学校前,,40.900721,140.673738,866_02,,0,,
450_01,,奥内駅前,,40.902416,140.673539,450_01,,0,,
450_02,,奥内駅前,,40.902275,140.673648,450_02,,0,,
451_01,,清水浜元,,40.905382,140.672815,451_01,,0,,
451_02,,清水浜元,,40.905538,140.672874,451_02,,0,,
452_01,,内真部,,40.908258,140.672247,452_01,,0,,
452_02,,内真部,,40.908286,140.672325,452_02,,0,,
453_01,,内真部岸田,,40.910347,140.671354,453_01,,0,,
453_02,,内真部岸田,,40.910349,140.671461,453_02,,0,,
454_01,,左堰,,40.913483,140.670516,454_01,,0,,
454_02,,左堰,,40.913501,140.670598,454_02,,0,,
455_01,,左堰製材所前,,40.916942,140.669666,455_01,,0,,
455_02,,左堰製材所前,,40.91696,140.669744,455_02,,0,,
456_01,,小橋,,40.919954,140.668821,456_01,,0,,
456_02,,小橋,,40.920027,140.668891,456_02,,0,,
457_01,,小橋稲田,,40.922147,140.66785,457_01,,0,,
457_02,,小橋稲田,,40.922066,140.66799,457_02,,0,,
458_01,,小橋田川,,40.924599,140.667192,458_01,,0,,
458_02,,小橋田川,,40.924563,140.667299,458_02,,0,,
460_01,,後潟支所前,,40.934097,140.663715,460_01,,0,,
460_02,,後潟支所前,,40.934111,140.663817,460_02,,0,,
461_01,,後潟大原,,40.937455,140.662686,461_01,,0,,
461_02,,後潟大原,,40.937472,140.662768,461_02,,0,,
462_01,,後潟平野,,40.940751,140.661917,462_01,,0,,
462_02,,後潟平野,,40.940763,140.661997,462_02,,0,,
463_01,,後潟高島前,,40.942608,140.661146,463_01,,0,,
463_02,,後潟高島前,,40.942622,140.661235,463_02,,0,,
464_01,,後潟磯部,,40.945837,140.660188,464_01,,0,,
464_02,,後潟磯部,,40.946024,140.660084,464_02,,0,,
596_01,,浄水場入口,,40.773942,140.766138,596_01,,0,,
596_02,,浄水場入口,,40.774011,140.765964,596_02,,0,,
597_01,,亀井,,40.770546,140.770191,597_01,,0,,
597_02,,亀井,,40.770672,140.770003,597_02,,0,,
598_01,,芙蓉会病院前,,40.749973,140.778657,598_01,,0,,
598_02,,芙蓉会病院前,,40.749709,140.778845,598_02,,0,,
599_01,,雲谷,,40.747092,140.782016,599_01,,0,,
599_02,,雲谷,,40.747171,140.781839,599_02,,0,,
611_01,,沢山,,40.790219,140.82248,611_01,,0,,
611_02,,沢山,,40.790253,140.822522,611_02,,0,,
612_01,,蛍ヶ丘,,40.797695,140.808153,612_01,,0,,
612_02,,蛍ヶ丘,,40.797378,140.808765,612_02,,0,,
613_01,,戸山東公園前,,40.798686,140.811729,613_01,,0,,
613_02,,戸山東公園前,,40.798018,140.811426,613_02,,0,,
614_01,,戸山北公園前,,40.801397,140.810404,614_01,,0,,
614_02,,戸山北公園前,,40.801161,140.811233,614_02,,0,,
615_01,,戸山団地北赤坂市民館前,,40.802599,140.806948,615_01,,0,,
615_02,,戸山団地北赤坂市民館前,,40.802586,140.806989,615_02,,0,,
616_01,,平和台団地,,40.832838,140.668688,616_01,,0,,
616_02,,平和台団地,,40.83295,140.668015,616_02,,0,,
617_01,,ガーラタウン前,,40.831862,140.702011,617_01,,0,,
617_02,,ガーラタウン前,,40.832255,140.701892,617_02,,0,,
618_01,,西郵便局前,,40.828448,140.706576,618_01,,0,,
618_02,,西郵便局前,,40.828919,140.706549,618_02,,0,,
619_01,,東保健所前,,40.788782,140.749219,619_01,,0,,
619_02,,東保健所前,,40.788526,140.749283,619_02,,0,,
620_01,,第二問屋町,,40.79431,140.74924,620_01,,0,,
620_02,,第二問屋町,,40.794035,140.747934,620_02,,0,,
621_01,,戸山団地南,,40.793512,140.806616,621_01,,0,,
621_02,,戸山団地南,,40.793437,140.806586,621_02,,0,,
622_01,,藤老人ホーム前,,40.791568,140.812277,622_01,,0,,
622_02,,藤老人ホーム前,,40.791593,140.812042,622_02,,0,,
624_01,,柳町通り,,40.822326,140.745308,624_01,,0,,
624_02,,柳町通り,,40.822314,140.744796,624_02,,0,,
625_01,,スケート場,,40.796746,140.750709,625_01,,0,,
625_02,,スケート場,,40.7966953333333,140.749852,625_02,,0,,
629_01,,幸畑市民館前,,40.792041,140.790577,629_01,,0,,
629_02,,幸畑市民館前,,40.791966,140.790379,629_02,,0,,
630_01,,流通団地入口,,40.76949,140.740732,630_01,,0,,
630_02,,流通団地入口,,40.770205,140.741408,630_02,,0,,
632_01,,白旗野通り,,40.820401,140.650729,632_01,,0,,
632_02,,白旗野通り,,40.821536,140.651005,632_02,,0,,
637_01,,浅虫水族館前,,40.897319,140.862135,637_01,,0,,
637_02,,浅虫水族館前,,40.897256,140.86214,637_02,,0,,
639_01,,浜館一丁目,,40.805679,140.783162,639_01,,0,,
639_02,,浜館一丁目,,40.805452,140.783318,639_02,,0,,
641_01,,袰懸団地,,40.81748,140.788802,641_01,,0,,
641_02,,袰懸団地,,40.817594,140.788722,641_02,,0,,
643_01,,金沢,,40.809057,140.72654,643_01,,0,,
643_02,,金沢,,40.809126,140.726824,643_02,,0,,
644_01,,南高校通り,,40.806753,140.724569,644_01,,0,,
644_02,,南高校通り,,40.806753,140.724464,644_02,,0,,
645_01,,南高校前,,40.803541,140.722847,645_01,,0,,
650_01,,いちい荘前,,40.825861,140.833036,650_01,,0,,
650_02,,いちい荘前,,40.825842,140.832804,650_02,,0,,
651_01,,昭和大仏,,40.822075,140.814697,651_01,,0,,
651_02,,昭和大仏,,40.82203,140.814627,651_02,,0,,
652_01,,社会教育センター前,,40.79571,140.739761,652_01,,0,,
652_02,,社会教育センター前,,40.795562,140.739477,652_02,,0,,
653_01,,上野山辺,,40.772476,140.739458,653_01,,0,,
654_01,,後潟,,40.948587,140.660018,654_01,,0,,
654_02,,後潟,,40.948579,140.659989,654_02,,0,,
656_01,,サンドーム前,,40.797319,140.753307,656_01,,0,,
656_02,,サンドーム前,,40.797209,140.753157,656_02,,0,,
658_01,,片岡,,40.810167,140.742933,658_01,,0,,
658_02,,片岡,,40.810057,140.742858,658_02,,0,,
659_01,,産業会館前,,40.790267,140.748736,659_01,,0,,
659_02,,産業会館前,,40.790293,140.74846,659_02,,0,,
660_01,,駅西口,,40.8289125441952,140.732182937317,660_01,,0,,
660_02,,駅西口,,40.8289150000001,140.732273428572,660_02,,0,,
660_03,,駅西口,,40.8289277298113,140.73236579446,660_03,,0,,
660_04,,駅西口,,40.8289271939729,140.732452208481,660_04,,0,,
661_01,,南部工業団地入口,,40.765042,140.745051,661_01,,0,,
661_02,,南部工業団地入口,,40.76492,140.74503,661_02,,0,,
662_01,,南部工業団地,,40.761647,140.747115,662_01,,0,,
662_02,,南部工業団地,,40.761677,140.746812,662_02,,0,,
664_01,,滝内,,40.824894,140.713504,664_01,,0,,
664_02,,滝内,,40.824843,140.713327,664_02,,0,,
665_01,,浅虫温泉駅前,,40.891102,140.862132,665_01,,0,,
665_02,,浅虫温泉駅前,,40.891084,140.86214,665_02,,0,,
667_01,,小金沢,,40.838566,140.824641,667_01,,0,,
667_02,,小金沢,,40.839556,140.824539,667_02,,0,,
668_01,,青森変電所前,,40.779879,140.713582,668_01,,0,,
668_02,,青森変電所前,,40.780058,140.713469,668_02,,0,,
669_01,,健康ランド前,,40.833286,140.694607,669_01,,0,,
669_02,,健康ランド前,,40.833552,140.692851,669_02,,0,,
670_02,,橋本小学校前,,40.824477,140.754802,670_02,,0,,
671_03,,青森朝日放送前,,40.785812,140.737267285714,671_03,,0,,
671_04,,青森朝日放送前,,40.78595,140.737225714286,671_04,,0,,
673_01,,森の広場前,,40.793173,140.667561,673_01,,0,,
673_02,,森の広場前,,40.793182,140.667474,673_02,,0,,
679_01,,三内霊園南口,,40.815608,140.691133,679_01,,0,,
679_02,,三内霊園南口,,40.815698,140.691281,679_02,,0,,
681_01,,野木和公園入口,,40.851378,140.681371,681_01,,0,,
681_02,,野木和公園入口,,40.851826,140.681545,681_02,,0,,
682_01,,羽白沢田,,40.855877,140.681239,682_01,,0,,
682_02,,羽白沢田,,40.855956,140.681395,682_02,,0,,
683_01,,上築木館,,40.823337,140.846339,683_01,,0,,
683_02,,上築木館,,40.823306,140.84623,683_02,,0,,
686_03,,運転免許センター,,40.813762,140.699309,686_03,,0,,
686_04,,運転免許センター,,40.813808,140.699292,686_04,,0,,
689_01,,野木宿舎前,,40.766464,140.741947,689_01,,0,,
689_02,,野木宿舎前,,40.766255,140.741749,689_02,,0,,
690_01,,元気プラザ前,,40.822633,140.781118,690_01,,0,,
690_02,,元気プラザ前,,40.822635,140.78089,690_02,,0,,
691_01,,中央大橋通り,,40.809446,140.741541,691_01,,0,,
691_02,,中央大橋通り,,40.809035,140.741206,691_02,,0,,
692_03,,三内丸山遺跡前,,40.809426,140.695878,692_03,,0,,
692_04,,三内丸山遺跡前,,40.809416,140.695929,692_04,,0,,
693_01,,はまだて公園前,,40.806794,140.783294,693_01,,0,,
693_02,,はまだて公園前,,40.807233,140.783298,693_02,,0,,
694_01,,自由ヶ丘一丁目,,40.814256,140.796827,694_01,,0,,
694_02,,自由ヶ丘一丁目,,40.814131,140.79678,694_02,,0,,
695_01,,自由ヶ丘二丁目,,40.812811,140.798807,695_01,,0,,
695_02,,自由ヶ丘二丁目,,40.813019,140.798696,695_02,,0,,
697_01,,青森山田中学・高校前,,40.805561,140.748352,697_01,,0,,
697_02,,青森山田中学・高校前,,40.805616,140.749138,697_02,,0,,
699_01,,虹ケ丘一丁目,,40.812025,140.792806,699_01,,0,,
699_02,,虹ケ丘一丁目,,40.8117333333333,140.792823142857,699_02,,0,,
701_01,,しあわせプラザ前,,40.829095,140.751117,701_01,,0,,
701_02,,しあわせプラザ前,,40.829096,140.751188,701_02,,0,,
702_01,,牛館屯所前,,40.779906,140.749614,702_01,,0,,
702_02,,牛館屯所前,,40.779855,140.749657,702_02,,0,,
703_02,,牛館,,40.779938,140.752167,703_02,,0,,
708_01,,緑ヶ丘団地入口,,40.826101,140.671752,708_01,,0,,
708_02,,緑ヶ丘団地入口,,40.826227,140.671865,708_02,,0,,
709_01,,緑ヶ丘団地公園,,40.822663,140.67253,709_01,,0,,
709_02,,緑ヶ丘団地公園,,40.823079,140.672278,709_02,,0,,
710_01,,緑ヶ丘団地,,40.820479,140.67286,710_01,,0,,
710_02,,緑ヶ丘団地,,40.820597,140.672718,710_02,,0,,
714_01,,モヤ高原,,40.743014,140.78566,714_01,,0,,
714_02,,モヤ高原,,40.742801,140.78558,714_02,,0,,
715_01,,浅虫温泉森林公園前,,40.900689,140.863932,715_01,,0,,
715_02,,浅虫温泉森林公園前,,40.900728,140.863843,715_02,,0,,
719_01,,学校教育センター前,,40.788722,140.773624,719_01,,0,,
719_02,,学校教育センター前,,40.788757,140.77362,719_02,,0,,
720_01,,モヤヒルズ,,40.738131,140.793151,720_01,,0,,
720_02,,モヤヒルズ,,40.738089,140.793093,720_02,,0,,
721_01,,浜館四丁目,,40.81042,140.789725,721_01,,0,,
721_02,,浜館四丁目,,40.810239,140.789623,721_02,,0,,
725_01,,青葉台団地入口,,40.830779,140.661728,725_01,,0,,
725_02,,青葉台団地入口,,40.831077,140.661672,725_02,,0,,
726_01,,東部営業所,,40.845486,140.818679,726_01,,0,,
726_03,,東部営業所,,40.845309,140.818637,726_03,,0,,
726_04,,東部営業所,,40.845881,140.818672,726_04,,0,,
727_01,,西部工業団地入口,,40.807396,140.68851,727_01,,0,,
727_02,,西部工業団地入口,,40.807384,140.687644,727_02,,0,,
728_02,,西部工業団地,,40.805124,140.688979,728_02,,0,,
729_01,,第二養護学校前,,40.807561,140.8003,729_01,,0,,
729_02,,第二養護学校前,,40.807309,140.800745,729_02,,0,,
732_01,,奥野二丁目,,40.815789,140.762971,732_01,,0,,
732_02,,奥野二丁目,,40.815661,140.763094,732_02,,0,,
734_01,,シーナシーナ青森前,,40.800137,140.749119,734_01,,0,,
734_02,,シーナシーナ青森前,,40.79993,140.749114,734_02,,0,,
735_01,,大野小学校通り,,40.802564,140.746214,735_01,,0,,
735_02,,大野小学校通り,,40.80243,140.746053,735_02,,0,,
753_01,,中央二丁目南,,40.818206,140.74487,753_01,,0,,
754_01,,ハローワーク青森,,40.818201,140.747344,754_01,,0,,
755_01,,アピオあおもり前,,40.817003,140.748143,755_01,,0,,
756_01,,県民福祉プラザ前,,40.816542,140.750313,756_01,,0,,
757_01,,大野若宮,,40.801101,140.74044,757_01,,0,,
757_02,,大野若宮,,40.801936,140.740232,757_02,,0,,
758_01,,仙寿鶴亀温泉前,,40.798528,140.706474,758_01,,0,,
758_02,,仙寿鶴亀温泉前,,40.799164,140.706723,758_02,,0,,
764_01,,幸畑小学校前,,40.787501,140.784615,764_01,,0,,
764_02,,幸畑小学校前,,40.787369,140.784349,764_02,,0,,
765_01,,市民病院通り,,40.817325,140.755666,765_01,,0,,
765_02,,市民病院通り,,40.816305,140.755913,765_02,,0,,
767_01,,平新田児童館前,,40.832607,140.811916,767_01,,0,,
767_02,,平新田児童館前,,40.831973,140.812797,767_02,,0,,
768_01,,平新田森越,,40.830593,140.814251,768_01,,0,,
768_02,,平新田森越,,40.830648,140.814034,768_02,,0,,
789_01,,八甲通り,,40.825835,140.739849,789_01,,0,,
790_01,,西中学校入口,,40.809921,140.720767,790_01,,0,,
790_02,,西中学校入口,,40.809811,140.720456,790_02,,0,,
806_01,,台徳寺前,,40.758039,140.774801,806_01,,0,,
806_02,,台徳寺前,,40.757944,140.774621,806_02,,0,,
807_01,,青森公立大学前,,40.753748,140.775301952381,807_01,,0,,
807_02,,青森公立大学前,,40.753969,140.775205,807_02,,0,,
808_01,,東跨線橋,,40.828282,140.808555,808_01,,0,,
808_02,,東跨線橋,,40.828499,140.808678,808_02,,0,,
809_01,,八幡林,,40.835568,140.822201,809_01,,0,,
809_02,,八幡林,,40.835766,140.822061,809_02,,0,,
819_01,,県立美術館前,,40.808212,140.701455,819_01,,0,,
819_02,,県立美術館前,,40.808324,140.701342,819_02,,0,,
824_01,,三内西小学校前,,40.817257,140.707915,824_01,,0,,
824_02,,三内西小学校前,,40.817527,140.708029,824_02,,0,,
825_01,,丸山市民館前,,40.813737,140.703494,825_01,,0,,
825_02,,丸山市民館前,,40.814106,140.703709,825_02,,0,,
826_01,,ダイハツ石江店前,,40.824647,140.706104,826_01,,0,,
826_02,,ダイハツ石江店前,,40.823771,140.706434,826_02,,0,,
828_01,,西近野,,40.810623,140.703679,828_01,,0,,
828_02,,西近野,,40.810978,140.703389,828_02,,0,,
829_01,,桜川七丁目,,40.811821,140.771582,829_01,,0,,
829_02,,桜川七丁目,,40.811652,140.771491,829_02,,0,,
830_01,,新青森駅南口,,40.827037,140.693733428571,830_01,,0,,
830_02,,新青森駅南口,,40.826765,140.693721,830_02,,0,,
831_01,,新青森駅東口,,40.828178,140.694752,831_01,,0,,
832_01,,工業高校前,,40.842558,140.820462,832_01,,0,,
832_02,,工業高校前,,40.84338,140.819789,832_02,,0,,
832_03,,工業高校前,,40.843672,140.820777428571,832_03,,0,,
832_04,,工業高校前,,40.8435663606629,140.820897817612,832_04,,0,,
833_03,,自治研修所前,,40.831489,140.791047,833_03,,0,,
833_04,,自治研修所前,,40.831897,140.790792,833_04,,0,,
835_01,,岡部,,40.82967,140.702501,835_01,,0,,
835_02,,岡部,,40.829433,140.702316,835_02,,0,,
836_01,,前田通り,,40.798846,140.739284,836_01,,0,,
836_02,,前田通り,,40.798757,140.739469,836_02,,0,,
837_01,,筒井駅前,,40.805845,140.770175,837_01,,0,,
837_02,,筒井駅前,,40.805925,140.769663,837_02,,0,,
838_01,,栄山,,40.796345,140.711745,838_01,,0,,
838_02,,栄山,,40.796485,140.711617,838_02,,0,,
839_01,,桜峰,,40.765235,140.771658,839_01,,0,,
839_02,,桜峰,,40.765591,140.771462,839_02,,0,,
840_01,,上六枚橋,,40.929871,140.665201,840_01,,0,,
840_02,,上六枚橋,,40.929888,140.66529,840_02,,0,,
841_01,,三内,,40.82048,140.708333,841_01,,0,,
841_02,,三内,,40.820454,140.708108,841_02,,0,,
842_01,,滝内福祉館前,,40.821575,140.708312,842_01,,0,,
842_02,,滝内福祉館前,,40.821356,140.708154,842_02,,0,,
843_01,,商業高校前,,40.810498,140.796859,843_01,,0,,
843_02,,商業高校前,,40.81077,140.796489,843_02,,0,,
843_03,,商業高校前,,40.810982,140.798208,843_03,,0,,
843_04,,商業高校前,,40.810937,140.798061,843_04,,0,,
844_01,,商業高校通り,,40.806646,140.793027,844_01,,0,,
844_02,,商業高校通り,,40.806179,140.792989,844_02,,0,,
855_01,,八重田浄化センター前,,40.833341,140.792285,855_01,,0,,
855_02,,八重田浄化センター前,,40.833954,140.793264,855_02,,0,,
860_01,,石江高間,,40.8321514472756,140.690016979327,860_01,,0,,
860_02,,石江高間,,40.8320824886787,140.690266036206,860_02,,0,,
861_01,,石神,,40.8317428420621,140.695585128838,861_01,,0,,
861_02,,石神,,40.831599091851,140.69532522672,861_02,,0,,
862_01,,新青森駅西口通り,,40.8293227255468,140.691846557381,862_01,,0,,
862_02,,新青森駅西口通り,,40.8294942773875,140.692046324576,862_02,,0,,
863_01,,西大野,,40.8025026461059,140.724633685935,863_01,,0,,
864_01,,大野中央公園前,,40.8005685572458,140.726946802346,864_01,,0,,
867_01,,安田,,40.8048426646842,140.708183696397,867_01,,0,,
867_02,,安田,,40.8053407542892,140.708470577349,867_02,,0,,
263_01,,総合体育館前,,40.8134046409522,140.746321678821,263_01,,0,,
263_02,,総合体育館前,,40.8133056194495,140.7461634275,263_02,,0,,
