filename,true_class,estimate_class,estimate_likelihood_max,estimate_likelihood_class0,estimate_likelihood_class1
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000112.jpg,0,0,1.0,1.0,1.1469448e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0616.jpg,1,1,1.0,3.5839566e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0063.jpg,1,1,1.0,4.079263e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000286.jpg,0,0,1.0,1.0,2.9221861e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0409.jpg,1,1,1.0,1.9423315e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0024.jpg,1,1,1.0,1.8574738e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0045.jpg,1,1,1.0,2.0054989e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0065.jpg,1,1,1.0,4.033561e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0087.jpg,1,1,1.0,2.013551e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0367.jpg,1,1,1.0,1.0447081e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000247.jpg,0,0,1.0,1.0,2.5482647e-09
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0165.jpg,1,1,1.0,2.7545947e-17,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0175.jpg,1,1,1.0,5.1837905e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0552.jpg,1,1,1.0,1.048136e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0363.jpg,1,1,1.0,9.243428e-12,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000356.jpg,0,0,1.0,1.0,7.781187e-10
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000290.jpg,0,0,1.0,1.0,2.0983102e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0264.jpg,1,1,1.0,2.460426e-09,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000111.jpg,0,0,1.0,1.0,4.6420224e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0653.jpg,1,1,1.0,4.1438852e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000378.jpg,0,0,1.0,1.0,1.0490296e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0583.jpg,1,1,1.0,9.762307e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0002.jpg,1,1,1.0,1.5697522e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0081.jpg,1,1,1.0,6.436622e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0233.jpg,1,1,1.0,3.6696252e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0302.jpg,1,1,1.0,2.9427707e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0082.jpg,1,1,1.0,9.322802e-16,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000448.jpg,0,0,0.99999976,0.99999976,1.89244e-07
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000499.jpg,0,0,0.9999999,0.9999999,7.395201e-08
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000392.jpg,0,0,0.99999666,0.99999666,3.297354e-06
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0327.jpg,1,1,1.0,4.942927e-15,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000028.jpg,0,0,1.0,1.0,3.444124e-11
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0089.jpg,1,1,1.0,1.8960114e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0264.jpg,1,1,1.0,2.0192379e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0047.jpg,1,1,1.0,4.1392896e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0032.jpg,1,1,1.0,2.9269736e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0198.jpg,1,1,1.0,2.6203841e-09,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0020.jpg,1,1,1.0,5.8543096e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0437.jpg,1,1,1.0,2.4637532e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000168.jpg,0,0,1.0,1.0,1.4285507e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0072.jpg,1,1,1.0,1.959931e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0320.jpg,1,1,1.0,6.1418643e-15,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000389.jpg,0,0,1.0,1.0,5.1955976e-08
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000394.jpg,0,0,0.9999962,0.9999962,3.8713165e-06
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0742.jpg,1,1,1.0,3.47988e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0458.jpg,1,1,1.0,1.9371445e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0062.jpg,1,1,1.0,3.0325119e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0538.jpg,1,1,1.0,7.360028e-14,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000376.jpg,0,0,1.0,1.0,7.483394e-10
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000246.jpg,0,0,1.0,1.0,1.1946187e-09
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0655.jpg,1,1,1.0,4.2561674e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000405.jpg,0,0,1.0,1.0,2.8746935e-08
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0055.jpg,1,1,1.0,1.9554437e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000266.jpg,0,0,1.0,1.0,2.2258517e-09
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000090.jpg,0,0,1.0,1.0,2.471869e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0227.jpg,1,1,1.0,4.214571e-10,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000153.jpg,0,0,0.9999994,0.9999994,6.272743e-07
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0185.jpg,1,1,1.0,7.569064e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0194.jpg,1,1,1.0,1.282233e-09,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a2_ayy_image0010.jpg,1,1,1.0,7.202676e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0299.jpg,1,1,1.0,2.5327754e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0108.jpg,1,1,1.0,1.9391249e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0551.jpg,1,1,1.0,9.026178e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0099.jpg,1,1,1.0,3.827091e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0346.jpg,1,1,1.0,2.3337547e-12,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000185.jpg,0,1,0.9988134,0.0011866592,0.9988134
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0155.jpg,1,1,1.0,1.2480081e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0570.jpg,1,1,1.0,1.2720384e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000597.jpg,0,0,1.0,1.0,2.2771243e-09
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000434.jpg,0,0,1.0,1.0,1.9326411e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0254.jpg,1,1,1.0,1.949289e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0748.jpg,1,1,1.0,4.5829666e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0255.jpg,1,1,1.0,2.1953849e-16,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000552.jpg,0,0,1.0,1.0,4.864515e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0031.jpg,1,1,1.0,8.451711e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0152.jpg,1,1,1.0,6.208873e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000206.jpg,0,0,1.0,1.0,4.961424e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0731.jpg,1,1,1.0,4.483416e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0040.jpg,1,1,1.0,2.348927e-14,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000519.jpg,0,0,1.0,1.0,7.943349e-10
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000358.jpg,0,0,1.0,1.0,9.719539e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0354.jpg,1,1,1.0,3.1793927e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0246.jpg,1,1,1.0,1.2431909e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0031.jpg,1,1,1.0,3.61811e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0007.jpg,1,1,1.0,2.787177e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0049.jpg,1,1,1.0,3.886682e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0141.jpg,1,1,1.0,1.6463321e-16,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000043.jpg,0,0,1.0,1.0,3.5789718e-12
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000134.jpg,0,0,1.0,1.0,1.9126662e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0172.jpg,1,1,1.0,2.7246221e-17,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0026.jpg,1,1,1.0,4.0340304e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0044.jpg,1,1,1.0,1.0162986e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0122.jpg,1,1,1.0,1.1054686e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0092.jpg,1,1,1.0,4.7111253e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0604.jpg,1,1,1.0,1.1988956e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0677.jpg,1,1,1.0,6.6450724e-14,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000144.jpg,0,0,1.0,1.0,1.6451484e-09
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0103.jpg,1,1,1.0,4.4345354e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0592.jpg,1,1,1.0,1.6423195e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0094.jpg,1,1,1.0,7.15598e-16,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000557.jpg,0,0,1.0,1.0,1.2676015e-09
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0296.jpg,1,1,1.0,1.3575393e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0077.jpg,1,1,1.0,2.6939622e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0122.jpg,1,1,1.0,6.5952035e-12,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000453.jpg,0,0,1.0,1.0,2.6165498e-08
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0025.jpg,1,1,1.0,4.7774996e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0169.jpg,1,1,1.0,5.778107e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0386.jpg,1,1,1.0,8.6097035e-10,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000271.jpg,0,0,1.0,1.0,2.9400385e-11
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000553.jpg,0,0,1.0,1.0,4.4663231e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0413.jpg,1,1,1.0,2.6699497e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0213.jpg,1,1,1.0,3.854709e-17,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0104.jpg,1,1,1.0,3.6901566e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000218.jpg,0,0,1.0,1.0,2.4692753e-08
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000299.jpg,0,0,1.0,1.0,3.1627604e-08
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000360.jpg,0,0,1.0,1.0,2.2087194e-09
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0074.jpg,1,1,1.0,4.1371684e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0464.jpg,1,1,1.0,1.07616156e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0311.jpg,1,1,1.0,6.343831e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0318.jpg,1,1,1.0,1.5088741e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0046.jpg,1,1,1.0,5.196459e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0191.jpg,1,1,1.0,6.637538e-17,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0140.jpg,1,1,1.0,1.8298328e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0123.jpg,1,1,1.0,6.245428e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0017.jpg,1,1,1.0,4.269148e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000308.jpg,0,0,0.9999956,0.9999956,4.385464e-06
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0052.jpg,1,1,1.0,7.906922e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000262.jpg,0,0,1.0,1.0,1.40466e-09
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000187.jpg,0,0,0.99999213,0.99999213,7.9250585e-06
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0095.jpg,1,1,1.0,1.8208742e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000606.jpg,0,0,1.0,1.0,7.673869e-11
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0083.jpg,1,1,1.0,1.0794991e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0391.jpg,1,1,1.0,1.227695e-09,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0239.jpg,1,1,1.0,7.549544e-17,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0269.jpg,1,1,1.0,5.4818043e-09,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0512.jpg,1,1,1.0,1.808038e-13,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0078.jpg,1,1,1.0,2.4813305e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0209.jpg,1,1,1.0,3.5647104e-17,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000006.jpg,0,0,1.0,1.0,1.9267999e-12
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000225.jpg,0,0,1.0,1.0,4.1805587e-11
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0221.jpg,1,1,1.0,2.7635508e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0305.jpg,1,1,1.0,1.85646e-15,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000036.jpg,0,0,1.0,1.0,9.005402e-11
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0282.jpg,1,1,1.0,6.162631e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0077.jpg,1,1,1.0,3.582096e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0481.jpg,1,1,1.0,5.2063926e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0085.jpg,1,1,1.0,1.0114177e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0135.jpg,1,1,1.0,6.345352e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0672.jpg,1,1,1.0,6.323743e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0084.jpg,1,1,1.0,1.4338725e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0114.jpg,1,1,1.0,1.3251386e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0018.jpg,1,1,1.0,2.3256818e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0257.jpg,1,1,1.0,2.2299315e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0018.jpg,1,1,1.0,6.7217614e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0587.jpg,1,1,1.0,1.6348373e-14,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000030.jpg,0,0,1.0,1.0,3.021806e-10
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000018.jpg,0,0,1.0,1.0,1.9968032e-11
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0232.jpg,1,1,1.0,4.0788917e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0322.jpg,1,1,1.0,7.845741e-15,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000503.jpg,0,0,0.99996555,0.99996555,3.4431425e-05
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0008.jpg,1,1,1.0,4.706467e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0316.jpg,1,1,1.0,2.3335469e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000475.jpg,0,0,1.0,1.0,2.8859779e-08
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0038.jpg,1,1,1.0,2.414598e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0679.jpg,1,1,1.0,6.817399e-14,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000234.jpg,0,0,1.0,1.0,4.629167e-08
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0223.jpg,1,1,1.0,2.5233264e-17,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000004.jpg,0,0,1.0,1.0,5.209996e-12
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0099.jpg,1,1,1.0,7.367269e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0119.jpg,1,1,1.0,1.0083891e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0104.jpg,1,1,1.0,4.4716886e-12,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0302.jpg,1,1,1.0,1.787357e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0669.jpg,1,1,1.0,6.621666e-14,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000252.jpg,0,0,1.0,1.0,4.0055607e-08
case_M_20181003094031_0U62363100354631_1_001_002-1_a2_ayy_image0005.jpg,1,1,1.0,3.0116947e-11,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000285.jpg,0,0,1.0,1.0,1.1062386e-11
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0047.jpg,1,1,1.0,5.2921854e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0547.jpg,1,1,1.0,8.271725e-14,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0028.jpg,1,1,1.0,8.564298e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0011.jpg,1,1,1.0,2.0084888e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0160.jpg,1,1,1.0,2.1212737e-10,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0426.jpg,1,1,1.0,5.7082745e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0136.jpg,1,1,1.0,3.592465e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0097.jpg,1,1,1.0,8.0264334e-16,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0432.jpg,1,1,1.0,2.3098865e-11,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0713.jpg,1,1,1.0,8.089976e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0041.jpg,1,1,1.0,9.227349e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0594.jpg,1,1,1.0,4.8804226e-15,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0058.jpg,1,1,1.0,4.627646e-13,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000038.jpg,0,0,1.0,1.0,8.260697e-12
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000031.jpg,0,0,1.0,1.0,4.200839e-10
